Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
LRRC70;NM_181506;23;30;15;5;1;7
CYP4F62P;NR_103761;4.2;2.22;0.07;0;0;0
FAM83G;NM_001039999;524.63;421.5;192.77;192.91;298.69;666.57
SLC41A3;NM_001008485,NM_001008486,NM_001008487,NM_001164475,NM_017836;477;397;219;955;766;1135
ZNF80;NM_007136;0;1;0;0;0;0
ITGA6;NM_000210,NM_001079818;323;250;169;8409;3229;16643
ZSCAN26;NM_001023560,NM_001111039,NM_001287421,NM_001287422,NM_152736;132;113;72;86;160;195
AP2A1;NM_014203,NM_130787;1823.03;1460.7;718.27;1275.34;2134.17;3371.58
TM4SF19-TCTEX1D2;NR_037950;0;1.83;0;0;0;0
SLC7A3;NM_001048164,NM_032803;0;0;0;0;0;0
KCTD6;NM_001128214,NM_153331;70;34;28;112;113;185
C1orf74;NM_152485;72;54;23;53;117;109
HES2;NM_019089;96;67;38;84.94;223.64;265.31
TEX12;NM_031275;0;1;0;0;3;5
FAM95B1;NR_026759,NR_026759_chr9:43027662_43033312;0;0;0;1;9;2
GNG2;NM_001243773,NM_001243774,NM_053064;0;0;0;29;3;68
B3GNT6;NM_138706;1;0;0;0;0;1
UTY;NM_001258249,NM_001258250,NM_001258251,NM_001258252,NM_001258253,NM_001258254,NM_001258255,NM_001258256,NM_001258257,NM_001258258,NM_001258259,NM_001258260,NM_001258261,NM_001258262,NM_001258263,NM_001258264,NM_001258265,NM_001258266,NM_001258267,NM_001258268,NM_001258269,NM_001258270,NM_007125,NM_182659,NM_182660,NR_047596,NR_047597,NR_047598,NR_047599,NR_047600,NR_047601,NR_047602,NR_047603,NR_047604,NR_047605,NR_047606,NR_047607,NR_047608,NR_047609,NR_047610,NR_047611,NR_047612,NR_047613,NR_047614,NR_047615,NR_047616,NR_047617,NR_047618,NR_047619,NR_047620,NR_047621,NR_047622,NR_047623,NR_047624,NR_047625,NR_047626,NR_047627,NR_047628,NR_047629,NR_047630,NR_047631,NR_047632,NR_047633,NR_047634,NR_047635,NR_047636,NR_047637,NR_047638,NR_047639,NR_047640,NR_047641,NR_047642,NR_047643,NR_047644,NR_047645,NR_047646,NR_047647;0;0;0;0;0;0
MIR4776-1;NR_039935;0;0;0;0;0;0
MTERF3;NM_001286643,NM_015942;358;248;125;365;316;817
MED9;NM_018019;266;135;92;174;173;339
IPO13;NM_014652;445;382;154;318;513;622
LINC00865;NR_038382;39;36;11;0;1;0
C12orf10;NM_021640;551;311;174;176;384;505
MIR6816;NR_106874;0;0;0;0;0;0
NOL8;NM_001256394,NM_017948,NR_046106;794;957.84;383;531;532;1191
CACNA1D;NM_000720,NM_001128839,NM_001128840;107;124;47;3;42;9
CSF3R;NM_000760,NM_156039,NM_172313;0;0;1;0;46;1
GLIPR1L2;NM_001270396,NM_152436,NR_072995;5.07;9.09;2.18;5.41;6;5.43
ZNF766;NM_001010851;568;458;233;520.32;604.03;859
ASIC5;NM_017419;0;1;0;0;0;0
MIRLET7DHG;NR_046163,NR_046165;131;240;83;112;29;153
TCF4;NM_001083962,NM_001243226,NM_001243227,NM_001243228,NM_001243230,NM_001243231,NM_001243232,NM_001243233,NM_001243234,NM_001243235,NM_001243236,NM_003199;1;0;0;235;83;264
ALX3;NM_006492;21;18;8;16;41;18
MIR4696;NR_039845;0;0;0;0;0;0
SPATA25;NM_080608;1;6;4;2;7;3
SPDL1;NM_017785;426;320;169;511;125;1502
PRAME;NM_001291715,NM_001291716,NM_001291717,NM_001291719,NM_006115,NM_206953,NM_206954,NM_206955,NM_206956;2;1;0;0;0;0
PNPLA4;NM_001142389,NM_001172672,NM_004650;60;35;28;284.16;267.02;557.02
LINC01152;NR_110124,NR_110132;0;1;0;46;4;4
PTPN20B;NM_001042357,NM_001042357_chr10:46550122_46620058,NM_001042358,NM_001042358_chr10:46550122_46640660,NM_001042359,NM_001042359_chr10:46550122_46640660,NM_001042360,NM_001042360_chr10:46550122_46640660,NM_001042361,NM_001042361_chr10:46550122_46640660,NM_001042362,NM_001042362_chr10:46550122_46640660,NM_001042363,NM_001042363_chr10:46550122_46641003,NM_001042364,NM_001042364_chr10:46550122_46641003,NM_001042365,NM_001042365_chr10:46550122_46641003,NM_015605,NM_015605_chr10:46550122_46641003;0;0;0;134;85;184
ZNF664;NM_001204298,NM_152437;2868;3426;1239;1966.43;2054.96;3665
ANKLE2;NM_015114;1835;1633;903;2573;1409;4555
CD55;NM_000574,NM_001114752,NM_001300902,NM_001300903,NM_001300904,NR_125349;1012;806;479;1217;1289;2836
MSTO1;NM_001256532,NM_001256533,NM_018116,NR_046292,NR_046293,NR_046294,NR_046295;321.37;186.54;102.04;115.38;146.2;426.84
LINC01146;NR_046094;0;0;0;0;0;0
SRD5A1;NM_001047;483;353;123;512;161;608
TMED9;NM_017510;3680;1636;1970;1966;1224;2633
MEOX2-AS1;NR_110094;0;0;0;0;0;0
MIR5094;NR_049817;0;0;0;0;0;0
IFNA10;NM_002171;0;0;0;0;0;0
SNHG18;NR_045196;29;25;10;6;8;1
LINC01474;NR_121120,NR_121180,NR_121181;0;0;0;0;0;0
MIR767;NR_030409;0;0;0;0;0;0
LOC101928140;NR_125849;33;52;21;26.01;3;8
SNORD116-3;NR_003318,NR_003318_chr15:25318252_25318349;0;0;0;0;0;0
LHPP;NM_001167880,NM_022126;102;77;48;30;117;50
BORA;NM_001286746,NM_001286747,NM_024808;197.24;143.32;64.79;245.63;45.17;407.77
MIP;NM_012064;6;7;3;10;4;6
MTMR7;NM_004686;120.47;123.65;54.53;47.68;63.23;64.32
SON;NM_001291411,NM_001291412,NM_032195,NM_138927,NR_103797;6223;7619;3226;4296;9613;5309
CDK19;NM_001300960,NM_001300963,NM_001300964,NM_015076;967;1003;450;770.05;771;768.07
LOC729867;NR_123725;1;3;2;2;2;7.01
MAN2A1;NM_002372;3396;2599;1876;3126;1657;3348
MRPS14;NM_022100,NR_037606;421;326;154;334;449;713
PRAC1;NM_032391;0;0;0;0;0;0
RNF144B;NM_182757;311;215;126;959;640;861
FSD2;NM_001007122,NM_001281805,NM_001281806;159.02;191.22;90.39;51.96;26.23;45.2
TRIM13;NM_001007278,NM_005798,NM_052811,NM_213590;550.17;571.77;268.04;1300.09;695.05;1045.06
TUG1;NR_002323,NR_110492,NR_110493;4868;5102;2655;1868;3338;3667
SECISBP2;NM_001282688,NM_001282689,NM_001282690,NM_024077;904;1002;402;454;737;986
UTRN;NM_007124;1845;3290;1185;3749;3962;4273
HIST1H4A;NM_003538;499;343;100;178;14;877
ARHGAP30;NM_001025598,NM_001287600,NM_001287602,NM_181720;37;26;23;17;29;38
DBP;NM_001352;125;88;56;40;205;53
GAS7;NM_001130831,NM_003644,NM_201432,NM_201433;5;1.26;1;0;4.05;0
MIR125B1;NR_029671;0;0;0;0;0;0
MB21D2;NM_178496;758;649;203;31;39;106
LOC284950;NR_038888;0;1;1;0;2;0
IDI2-AS1;NR_024628,NR_024629,NR_027708,NR_027709;34.15;64.79;24.56;6.74;9.83;41.47
VAT1L;NM_020927;38;4;4;55;64;62
RNF6;NM_005977,NM_183043,NM_183044;1374;1174;616;1770;972;2761
ZGRF1;NM_018392;396;489;214;366;48;625
NEDD4;NM_001284338,NM_001284339,NM_001284340,NM_006154,NM_198400,NR_104302;1264;1063;607;2070;1540;3695
CLRN2;NM_001079827;0;0;0;0;0;0
RBMXL1;NM_001162536,NM_019610;328.13;335.93;143.78;502.75;357.44;973.29
CYP4V2;NM_207352;119;87.72;52.87;79.68;466.65;245.32
ALG1L;NM_001015050,NM_001195223;165.34;114.58;55.28;0;9.48;0
LOC101928322;NR_120637;0;0;0;0;0;0
TNFSF18;NM_005092;0;0;0;0;0;0
METTL13;NM_001007239,NM_014955,NM_015935;807;718;314;424;483;822
USH2A;NM_007123,NM_206933;60;61;29;35;13;10
ZNF496;NM_032752;423;364;160;113;259;312
CGB5;NM_033043;1.72;1;1;0;0;26.17
PRPF38A;NM_032864;507;449;239;549;442;1055
MIR301A;NR_029842;0;0;0;0;0;0
CSH1;NM_001317;1;0;0;0;0;0
NTMT1;NM_001286796,NM_001286797,NM_001286798,NM_001286799,NM_001286800,NM_001286801,NM_001286802,NM_001286803,NM_014064,NR_104596;536.48;371.45;164.16;211.88;215.35;694.64
PLEKHG5;NM_001042663,NM_001042664,NM_001042665,NM_001265592,NM_001265593,NM_001265594,NM_020631,NM_198681;230;350;106;21;144;206
VBP1;NM_003372;1534;959;526;935;320;1746
UST;NM_005715;210;178;85;893;431;304
DEPDC5;NM_001007188,NM_001136029,NM_001242896,NM_001242897,NM_014662,NR_110988;246;284;114;298;197;530
SNORD116-16;NR_003331;0;0;0;0;0;0
SP8;NM_182700,NM_198956;0;0;0;15;3;227
DCAF4L2;NM_152418;0;0;0;0;0;0
PPP1R1A;NM_006741;0;0;0;0;0;0
C8orf76;NM_032847;570.03;408.02;260.27;386.78;298.6;599.7
LINC01213;NR_110167,NR_110168;10;9;7;2;0;5
F11;NM_000128;0;0;0;0;0;0
STAG3;NM_001282716,NM_001282717,NM_001282718,NM_012447;25.58;42.1;19.8;0;17.09;4.46
P2RX7;NM_002562,NR_033948,NR_033949,NR_033950,NR_033951,NR_033952,NR_033953,NR_033954,NR_033955,NR_033956;11;9;0;1;5;1
KRTAP10-2;NM_198693,NR_130165;0;0;0;0;0;0
MIR4662A;NR_039806;0;0;0;0;0;0
TRIM37;NM_001005207,NM_015294;21012.88;18363.86;9013.21;773.93;430.98;1300.77
CXorf65;NM_001025265,NR_033212;0;0;0;0;0;0
TALDO1;NM_006755;1979;1186;641;2063;1659;5661
URI1;NM_001252641,NM_003796,NR_045557;1283;1036;508;1057;1016;2484
LINC00489;NR_047461;0;0;0;0;0;0
CMSS1;NM_001167924,NM_032359;426.64;282.28;130.84;358.93;190.96;1043.82
MIR4261;NR_036222;0;0;0;0;0;0
NR1I3;NM_001077469,NM_001077470,NM_001077471,NM_001077472,NM_001077473,NM_001077474,NM_001077475,NM_001077476,NM_001077477,NM_001077478,NM_001077479,NM_001077480,NM_001077481,NM_001077482,NM_005122;0;2.51;0;1.3;2.04;1
MIR548AE2;NR_039639;0;0;0;0;0;0
LOC101929239;NR_110871,NR_110872;0;0;0;0;0;0
RPIA;NM_144563;225;197;86;116;151;318
LINC01278;NR_015353;21;42;15;15;39;25
EGR2;NM_000399,NM_001136177,NM_001136178,NM_001136179;10;4;3;1;213;30
LOC90768;NR_027107,NR_125905;38;56;29;13;3;10
PLEKHN1;NM_001160184,NM_032129;56;78;26;31;27;146
MIR3664;NR_037437;0;0;0;0;0;0
FTHL17;NM_031894;0;0;0;0;0;0
POLDIP3;NM_001278657,NM_032311,NM_178136,NR_103820;764;590;305;1193;1320;1925
CLEC17A;NM_001204118,NM_207390,NR_109784,NR_109785;0;0;0;0;0;0
SET;NM_001122821,NM_001248000,NM_001248001,NM_003011;12387;9238;4197;10811;6417.35;20582
ADAM9;NM_003816,NR_027638,NR_027639,NR_027878;2163;1579;1269;22352;6925;22946
WHSC1L1;NM_017778,NM_023034;828;1034;453;1832;2215;3309
LOC100288637;NR_038253,NR_038254,NR_038255;154;194.63;81.93;118;27.96;303.95
GPR34;NM_001097579,NM_005300;27;37;8;3;5;2
FBXO3-AS1;NR_120550;0;1;0;0;0;0
CSPG5;NM_001206942,NM_001206943,NM_001206944,NM_001206945,NM_006574;25;23;18;9;6;26
TIMM8A;NM_001145951,NM_004085;332;343;112;69;68;229
TNF;NM_000594;1;0;1;1;0;0
XAGE1B;NM_001097594,NM_001097594_chrX:52255219_52260363,NM_001097594_chrX:52511760_52516904,NM_001097594_chrX:52528159_52533303,NM_001097594_chrX:52541053_52546197,NM_001097596,NM_001097596_chrX:52238962_52243953,NM_001097596_chrX:52511913_52516904,NM_001097596_chrX:52528159_52533150,NM_001097596_chrX:52541053_52546044,NR_033254,NR_033254_chrX:52255219_52260154,NR_033254_chrX:52511969_52516904,NR_033254_chrX:52528159_52533094,NR_033254_chrX:52541053_52545988;0;0;0;0;0;0
LOC101929116;NR_121584;0;0;0;0;0;0
MRM1;NM_024864;67;59;21;40;100;281
TDGF1;NM_001174136,NM_003212;0;0;0;0;1;0.5
PMS2P4;NR_022007,NR_046297,NR_046299;46.82;68.26;28.48;31.78;61.73;63.73
LTB4R2;NM_001164692,NM_019839;79;94;44;12;103.4;59.78
LOC101927472;NR_120622;8;1;2;7;6;23
CCR3;NM_001164680,NM_001837,NM_178328,NM_178329;1;0;0;0;1;0
NCOA7;NM_001122842,NM_001199619,NM_001199620,NM_001199621,NM_001199622,NM_181782;382;415;159;4873.04;5652;7072
ZNF48;NM_001214906,NM_001214907,NM_001214909,NM_152652;506;293;142;215;347;458.95
PRKCQ-AS1;NR_036502,NR_036503;0;0;0;13;20;61
OR8G1;NM_001002905,NR_045681;4.79;7.49;4.19;0;0;0
ST6GALNAC5;NM_030965;14;12;3;289;7;69
GGNBP2;NM_024835;609;619;328;1335;1086;2164
HDAC2;NM_001527,NR_033441,NR_073443;1568;1345;678;1885;1107.97;3802.89
FAM170B;NM_001164484;0;0;0;0;0;0
NET1;NM_001047160,NM_005863,NR_073040;5826;5426;3626;2881;1981;5116
NOC4L;NM_024078;264;128;50;121;143;452
PGC;NM_001166424,NM_002630;1;0;0;1;1;1
WDTC1;NM_001276252,NM_015023;418;449;154;539;1558;1126
HERC2P10;NR_072991;2;0;1;0;1.84;0
STX8;NM_004853,NR_033656;201;152;68;229;171;443
RNF11;NM_014372;1317;1112;540;1861;1497;2867
CBY3;NM_001164444;5;11;4;2;2;3
PGBD2;NM_001017434,NM_170725;219;327;105;127;223;198
TCF15;NM_004609;0;0;0;0;0;0
MTG2;NM_015666;654;520;274;232.89;330.49;656.87
RNASE7;NM_032572;0;1;3;0;48;0
SLCO1B7;NM_001009562;0;0;0;3;0;2
MME;NM_000902,NM_007287,NM_007288,NM_007289;517;146;83;4977;4187;804
H2AFY;NM_001040158,NM_004893,NM_138609,NM_138610;3743.22;2779.01;1412.73;4153.68;3543.88;9457.63
MARCH10;NM_001100875,NM_001288779,NM_001288780,NM_152598;105;86;49;3;0;1
ZNF503-AS2;NR_024421,NR_024422,NR_110299,NR_110300,NR_110301,NR_110302;20.15;28.47;9;26.2;27.82;35.36
SIN3B;NM_001297595,NM_001297597,NM_015260;638;638;301;381;685;1236
SLC47A1;NM_018242;26;22;10;0;2;10
LOC100049716;NR_122124;42;34;15;14;30;29
FSHR;NM_000145,NM_181446;0;0;0;0;0;0
RNF185;NM_001135825,NM_152267,NR_024209,NR_024210,NR_024211,NR_024212;371;388;140;397;597;735
BZW2;NM_001159767,NM_014038,NR_027624;2914;1621;939;2125;1555;5019
GPR141;NM_181791;0;0;0;0;1;1
B4GALNT4;NM_178537;410;441;148;72;275;534
YTHDF3;NM_001277813,NM_001277814,NM_001277815,NM_001277816,NM_001277817,NM_001277818,NM_152758,NR_102434;2046;1937;853;2580;1971;3476
FAM47A;NM_203408;3;3;3;0;0;0
MXRA8;NM_001282582,NM_001282583,NM_001282584,NM_001282585,NM_032348;9;11;4;42;34;218
FAM216A;NM_013300;123.79;76;35;68;40;277
UBA1;NM_003334,NM_153280;4503;3314;1545;4445;3006;7787
FOXI1;NM_012188,NM_144769;26;5;5;285;249.48;702.96
MBTPS1;NM_003791;4970;3877;2484;4118;4736;6419
PHYHIPL;NM_001143774,NM_032439;0;0;0;1;1;0
EBLN1;NM_001199938;0;1;0;0;0;0
LRRC37A5P;NR_034087;0;0;0;0;0;0
TMEM92;NM_001168215,NM_153229;4;2;1;39;46;65
NXPE2;NM_182495;0;0;0;0;0;0
TRUB2;NM_015679;1187;742;329;536.08;635.05;1310.43
RPS4Y2;NM_001039567;0;0;0;0;0;0
LINC01164;NR_038365;2;42;1;0;0;0
OR10Q1;NM_001004471;0;0;0;0;0;0
SPP2;NM_006944;0;0;0;0;0;0
SRRM4;NM_194286;0;1;0;2;0;0
COL4A2;NM_001846;2;3;0;1763;127;3609
SNORD97;NR_004403;517;504;256;979;1112;595
MIR488;NR_030163;0;0;0;0;0;0
TMCO3;NM_017905;613;592;291;1510;1152;2911
SLC4A11;NM_001174089,NM_001174090,NM_032034;76;66;52;453;516;307
ASPHD1;NM_181718;24;14;13;8;28;20
LOC285696;NR_027253;19;32;5;0;0;0
ALPP;NM_001632;1;0;0;1153.57;421.48;536.07
ERC2;NM_015576;155;95;52;0;0;4
MIR570;NR_030296;0;0;0;0;0;0
HCG27;NR_026791;5;8;5;10;12;6
DNAAF3;NM_001256714,NM_001256715,NM_001256716,NM_178837;59;39;22;38;53;27
IPO9;NM_018085;1302.59;1151.31;575;1408.84;1628.21;2885.7
ARSK;NM_198150;51;36;27;234;74;206
CECR1;NM_001282225,NM_001282226,NM_001282227,NM_001282228,NM_001282229,NM_177405;4;7;4;0;4;0
C17orf104;NM_001145080;10;21;17;22;8;18
SLC25A4;NM_001151;297;275;100;638;262;1106
SF3B1;NM_001005526,NM_012433;8830;7395;3769;6298;7620;10548
KIF18A;NM_031217;480;320;165;583;54;896
VSTM5;NM_001144871;1;0;0;0;1;0
TEKT1;NM_053285;0;0;1;0;0;0
FBLN5;NM_006329;0;0;0;9;14;11
GLIS3;NM_001042413,NM_152629;11;14;11;106;24;74
LOC101927907;NR_110284;0;0;0;0;0;0
SLC10A1;NM_003049;38;38;14;9;26;14
IL1F10;NM_032556,NM_173161;0;0;0;0;0;1
TTTY11;NR_001548;0;0;0;0;0;0
FTSJ1;NM_001282157,NM_012280,NM_177439;495;316;174;476;526;1414
MRPS6;NM_032476;230.69;228.75;89.88;342.48;404.7;727.56
BOK-AS1;NR_033346;3.06;1.01;0;0;1.01;2.1
KRTAP6-3;NM_181605;0;0;0;0;0;0
TENM3;NM_001080477;461;586;236;230;197;110
OR51B6;NM_001004750;0;0;0;0;0;0
WDR83OS;NM_016145;1610;818;477;812.56;1177.56;1248
LPP-AS2;NR_036497;56.59;59.51;28;33.19;138.94;67.68
OPHN1;NM_002547;1273.34;2140.26;686.69;778.82;650.91;608.17
PSMB2;NM_001199779,NM_001199780,NM_002794;1193;1068;497;1366.48;1118.96;3201.1
PRR12;NM_020719;291;419;124;161;619;387
LOC100631378;NR_040015;0;0;1;0;0;0
LOC102724958;NR_110760;0;0;0;0;0;0
LINC01317;NR_126403;0;0;0;0;0;0
DEFB123;NM_153324,NR_126450;0;0;0;0;0;0
SCN3A;NM_001081676,NM_001081677,NM_006922;1;0;0;0;0;0
NRXN1;NM_001135659,NM_004801,NM_138735;0;0;1;2;1;2
SPNS2;NM_001124758;359.39;286.86;188.91;18.03;44.84;45.8
CFHR5;NM_030787;1;1;0;0;0;0
GLMN;NM_053274;131;103;44;317;140;440
MFAP2;NM_001135247,NM_001135248,NM_002403,NM_017459;53;29;32;1;0;2
TMEM184C;NM_018241;1119;738;522;1160.07;800;1350.01
KCTD7;NM_001167961,NM_153033;92;109;42;51;115;135
GALR3;NM_003614;0;0;1;0;0;0
PCDHGA10;NM_018913,NM_032090;68;78.62;30;7;122.38;1
LINC01552;NR_103721;0;0;0;0;0;0
OR2A42;NM_001001802,NM_001001802_chr7:144015217_144016150;4;10;1;0;2;1
OSGIN1;NM_182981;209;147;115;46;40;139
SGSM1;NM_001039948,NM_001098497,NM_001098498,NM_133454;69;80;22;4.01;5.01;25.03
AKNA;NM_030767;182;235;90;52;93;159
LINC01473;NR_110218;2;5;5;5;5;13
GPR143;NM_000273;116;90;60;0;0;0
NBPF18P;NR_103561;7;2;1;0;0;2
CACNG7;NM_031896;0;0;0;0;0;0
ZNF488;NM_153034;80;77;77;24;169;65
TPTE2P6;NR_002815;2.59;8.82;4.92;0;1;1
PTBP1;NM_002819,NM_031990,NM_031991;3749;3237;1255;2831;2028;8017
MRPL16;NM_017840;533;322;189;434;331;1309
KIAA1211L;NM_207362;163;172;76;325;291;409
DESI1;NM_015704;284.28;235;116.85;619.11;697.04;1876.46
RAB3IP;NM_001024647,NM_001278402,NM_022456,NM_175623,NM_175624,NM_175625,NR_103519,NR_103520;843.66;919.02;385.53;365.4;403.31;557.19
DUOX1;NM_017434,NM_175940;11;12;5;25;34;24
CSNK1G2-AS1;NR_033400;1;11;1;1;2;6
LOC643355;NM_001270945;43;83;20;0;0;0
IGF2BP2;NM_001007225,NM_001291869,NM_001291872,NM_001291873,NM_001291874,NM_001291875,NM_006548;69;52;33;424;486;1078
CATSPERB;NM_024764;45;39;27;26;102;29
CUL5;NM_003478;764;783;380;1862;1235;2373
SIGLEC14;NM_001098612;0;0;0;0;0;0
ATXN1L;NM_001137675;1244;1250;541;932;1290;1609
TMED4;NM_001303058,NM_001303059,NM_001303060,NM_001303061,NM_001303062,NM_182547;1254;754;595;2165.54;1766.48;3027.35
TBRG4;NM_001261834,NM_004749,NM_030900,NM_199122;1015;642;361;1235;1020;3013
MIR6788;NR_106846;0;0;0;0;0;0
ASIC2;NM_001094,NM_183377;0;0;0;0;0;1
ANKMY1;NM_001282771,NM_001282780,NM_001282781,NM_016552,NM_017844;124;122;37;57;172;215
LSM8;NM_016200;609;576;305;887;874.02;1534.12
ASCC1;NM_001198798,NM_001198799,NM_001198800,NR_045564;815;621;314;938;635;1183
MYL6;NM_021019,NM_079423;13640;8547;4303;9592.98;7590;17725.63
CHST6;NM_021615;2;0;4;9.11;11.04;14.05
EHF;NM_001206615,NM_001206616,NM_012153;11;2;5;8641;2939;5392
MRPL36;NM_032479;537;300;179;272;175;812
LOC101929076;NR_120345;0;0;0;1;2;0
UHRF2;NM_152896,NR_046386;611;688;287;774;562;1468
LOC100129361;NM_001271592;448.59;436.34;167.73;207.09;134.37;438.86
PGK1;NM_000291;9271;5156;3593;12037;5980;18471
MIR1264;NR_031563;0;0;0;0;0;0
LOC101926940;NR_104632;0;0;0;1;0;0
PACSIN1;NM_001199583,NM_020804;127;98;40;0;2;1
FAM110B;NM_147189;61;94;28;1;0;0
SLC25A2;NM_031947;19;34;12;3;11;2
UBE3B;NM_001270449,NM_001270450,NM_001270451,NM_130466,NM_183415;914;765;332;724;1175;1402
LRIG3;NM_001136051,NM_153377;163;158;86;995;828;1401
LOC100130417;NR_026874,NR_122045;43;96;16;1;24;7
LOC606724;NR_002454,NR_002454_chr16:30200004_30200575;17.84;26.19;7.66;10.71;5;6.3
PDHA1;NM_000284,NM_001173454,NM_001173455,NM_001173456;1383.96;913.97;509.95;1449;639;3500.97
LINC01118;NR_034099;1;2;0;1;0;0
CLDN18;NM_001002026,NM_016369;0;0;0;3;2;1
MOCOS;NM_017947;327;196;144;1288;1409;2169
SNORD115-9;NR_003301_chr15:25430777_25430859,NR_003301_chr15:25436562_25436644;0;0;0;0;0;0
FHAD1;NM_052929;5;2;2;2;4;6
KLK10;NM_001077500,NM_002776,NM_145888;6;4;1;565;34;756
CCDC85C;NM_001144995;1569.82;1135.18;516.24;559.1;613.71;1435.47
CAPN11;NM_007058;1;0;0;0;0;0
LINC01335;NR_105009;0;0;0;0;0;0
RAB3A;NM_002866;50;54;16;5;16;18
ROPN1L-AS1;NR_102746;2;6;0;2;1;0
HSP90AB4P;NR_073415;19;52;11;4.01;7.08;5
DEFB107A;NM_001037668,NM_001037668_chr8:7669241_7673238;0;0;0;0;0;0
STK3;NM_001256312,NM_001256313,NM_006281;756;757;323;1468;841;1917
LOC100128885;NR_077227;0;0;0;0;0;0
PPP5D1;NM_001205281;4;2;2;0;4.96;5
LOC100335030;NR_033267;25;80;15;3;2.13;8.01
SPATA16;NM_031955;0;0;0;0;0;0
ZNF805;NM_001023563,NM_001145078;410.77;362.9;184.4;711.89;831.89;670.5
BTF3;NM_001037637,NM_001207;6530;4976;2359;5911;5229;13573
BCAR1;NM_001170714,NM_001170715,NM_001170716,NM_001170717,NM_001170718,NM_001170719,NM_001170720,NM_001170721,NM_014567;1420;1019;417;831;1487;2882
CFAP126;NM_001013625;17;10;2;25;31;32
QRICH2;NM_032134;30;44;19;12;40;14
FAM169B;NM_182562;0;0;0;0;0;0
MIR641;NR_030371;0;0;0;0;0;0
YPEL3;NM_001145524,NM_031477;299;319;92;180;573;825
UMOD;NM_001008389,NM_001278614,NM_003361;0;0;0;0;0;0
PRRT4;NM_001114726,NM_001174164;6;8;7;0;0;4
MUC4;NM_004532,NM_018406,NM_138297;0;1;1;1;0;0
LOC101927067;NR_125410;5;3;1;1;7;6
LAMTOR4;NM_001008395;780;461;244;374;697;883
STXBP5;NM_001127715,NM_139244;1303.77;1599.22;567.54;1916.57;1835.63;2494.98
MIR4773-2;NR_039932;0;0;0;0;0;0
BCO1;NM_017429;10;10;4;94;164;102
N4BP2L2;NM_001278432,NM_014887,NM_033111;1097;1005;629;1019;1162;1676
SPANXD;NM_032417;0;1;0;0;0;0
PRICKLE4;NM_013397;38;27;30;47;135;115
PTGFRN;NM_020440;1758;1308;858;3660;2617;4047
GOT1L1;NM_152413;0;0;0;0;0;0
CPPED1;NM_001099455,NM_018340;271;262;103;429.69;331.02;574.92
INTS9;NM_001145159,NM_001172562,NM_018250,NR_026826;153;134;57;390;364;938
DGKB;NM_004080,NM_145695;0;0;0;0;1;0
MIR493;NR_030172;0;0;0;0;0;0
LINC01192;NR_033945;0;0;0;0;0;0
NR0B1;NM_000475;0;0;0;0;0;0
WFDC1;NM_001282466,NM_001282467,NM_021197;0;0;0;0;0;0
CCDC58;NM_001017928;204;114;83;177;99;745
CKLF;NM_001040138,NM_016326,NM_016951,NM_181640,NM_181641;258.64;136;102;463.76;227.46;1009.01
C1S;NM_001734,NM_201442;12;3;11;3;157;12
C1orf127;NM_001170754;0;0;0;1;2;3
CORO2B;NM_001190456,NM_001190457,NM_006091;2;4;0;0;10;2
ZNF785;NM_152458;217;221.01;100;105.18;179.23;208.3
TDH;NR_001578;12;10;5;1;0;0
APLNR;NM_005161,NR_027991;0;0;0;0;0;0
PORCN;NM_001282167,NM_022825,NM_203473,NM_203474,NM_203475;68;25;36;110;139;288
PPOX;NM_000309,NM_001122764;59;31;22;74;122;160
CCR1;NM_001295;25;17;13;0;8;3
COL12A1;NM_004370,NM_080645;1819;5385;518;2764;246;968
SLC25A30;NM_001010875,NM_001286806,NM_001286807;409;743;179;151;58;237
FRAT2;NM_012083;363;340;120;357;315.78;598.01
ITPKB-IT1;NR_103784;2;1;0;0;1;0
SNAP23;NM_003825,NM_130798;636;432;236;839;498;1328.16
CCNB3;NM_033031,NM_033670;6;2;1;14;26;31
ATP6V1G2-DDX39B;NR_037853;14.79;24.68;3.9;0;15.47;0
ATG101;NM_001098673,NM_021934;878;549;276;355;401;667
RAB8A;NM_005370;1605;1126;550;800;840;2470
LOC100506207;NR_038979,NR_038980;12;18;8;13;15;13
MTHFD2L;NM_001144978;26;20;10;112;69;422
RFPL4A;NM_001145014;0;0;0;0;0;0
GYLTL1B;NM_001300721,NM_001300722,NM_152312;65;35;28;8;18;11
CCER1;NM_152638;0;0;0;0;0;0
OPN5;NM_181744,NR_033806;0;0;0;1;2;1
RXFP4;NM_181885;1;0;0;1;3;2
MT1IP;NR_003669,NR_104045,NR_104046;0;0;0;0;0;0
SETD3;NM_032233,NM_199123;2229;1658;948;1066;1382;2468
RCOR2;NM_173587;35;25;17;1;22;9
SEC22C;NM_001201572,NM_001201584,NM_004206,NM_032970;480;415;205;974.01;515.98;1516.12
MIRLET7I;NR_029661;0;0;0;0;0;0
OBSL1;NM_001173408,NM_001173431,NM_015311;1535;1167;487;294;1393;813
LOC101927412;NR_125940,NR_125941,NR_125942;1;1;0;0;0;0
MIR1229;NR_031598;0;0;0;0;0;0
P3H1;NM_001146289,NM_001243246,NM_022356;272;178;136;271;146;341
TRDMT1;NM_004412;35;41;24;49;64;135
ADH7;NM_000673,NM_001166504;1;1;0;0;1;0
CR2;NM_001006658,NM_001877;2;2;1;1;7;0
